Industry_Sector,Production_Volume_tons,Energy_Source,Fuel_Consumption_GJ,Emission_Factor_kgCO2_per_GJ,Location_Region,Year,Process_Type,Efficiency_GJ_per_ton,Total_CO2_Emissions_MtCO2,Emission_Intensity_kgCO2_per_ton
Chemicals,59697.34306588656,Coal,258642.5455132648,66.98698774346474,India-South,2021.0,Combustion,3.3476011721057457,0.01732568502623559,290.22539591274
Fertilizer,46764.985436785515,Coal,132870.84295945015,56.82978637328708,India-South,2024.0,Chemical Reaction,5.725605996840432,0.007551021620624127,161.46742162105895
Chemicals,36905.58364319449,Oil,188802.17023621162,79.9906379988493,India-East,2015.0,Combustion,3.737565079703374,0.015102406052761922,409.21737476835307
Oil & Gas,,Electricity,274485.79711263394,73.3322239717334,India-West,2022.0,Combustion,,0.020128653950923444,
Oil & Gas,60817.03043818373,Oil,238378.25444692033,105.27928579228278,India-West,2021.0,Mixed Process,1.5,0.025096292376582827,412.65238035736485
Steel,36255.88849154413,Natural Gas,268151.41669874644,82.79906932754332,,2018.0,Chemical Reaction,4.3785812432075994,0.022202687741518463,612.3884606136943
Power,70331.64201658244,Natural Gas,306892.10787305865,104.37056119191254,,2020.0,Chemical Reaction,3.6475452618179984,0.032030501524080095,455.4209258547967
Fertilizer,67552.98063794905,Electricity,239606.59254199412,60.5811218635568,India-West,2024.0,Mixed Process,4.219558649063804,0.014515636182098146,214.8778047247813
,52014.447458716895,Natural Gas,126158.96707397638,70.0378844253416,India-Central,2016.0,Chemical Reaction,3.913519214102787,0.008835907155147635,169.87409434966244
Power,51193.96793564055,Electricity,235902.91265480706,88.35170100684606,India-North,2018.0,Chemical Reaction,4.061636407683627,0.020842423605521635,
Power,58310.86656673861,,185868.15002834753,83.8336420589352,India-South,2022.0,Combustion,3.511826406690523,0.015582003959632953,267.2229873620359
Oil & Gas,37074.45394615613,Biomass,122548.41004418944,74.76557463974196,India-West,2018.0,Mixed Process,,0.009162402298140549,247.13519210417135
Cement,50450.47218746123,Coal,253673.46605459045,58.85281880443014,India-West,,Chemical Reaction,3.3610546484419066,0.014929398533202572,295.92187913977676
Cement,17714.246830862296,Biomass,272124.3706984199,42.32587331438942,India-West,2018.0,,4.263966156405792,0.011517901639939265,650.2055520572532
Chemicals,63146.83468254403,Electricity,194366.02678548775,71.70102444297844,India-Central,2018.0,Chemical Reaction,,0.013936243237430857,220.6958323008915
,26577.60166337211,Electricity,219228.569135628,72.3415880794312,India-North,2024.0,Combustion,6.009378156076966,0.015859342843652705,596.7183587339727
Power,72551.29742643499,Biomass,75639.86298115994,76.92071697900887,India-South,2023.0,Combustion,4.489133987619046,0.005818272492704815,80.19529214628287
Fertilizer,45048.19859050325,Coal,267426.3865009162,53.315793511445605,,2016.0,Mixed Process,2.657496337309696,0.014258050002194893,316.5065518335882
Cement,46824.99527103235,Coal,247595.68038367783,,India-East,2021.0,Mixed Process,4.7637343124640275,0.015304065544451868,326.8353890025809
Power,40583.991408732414,Oil,215013.43484720038,80.87784080686654,India-South,2017.0,Combustion,3.4222420521854566,0.01738982235490944,428.4897012659946
Cement,45679.416891168854,Natural Gas,124853.02542897857,83.77559933157181,,2018.0,,5.753930370135954,0.010459637033672656,228.97921526872213
Cement,71277.97017722054,Oil,101337.53352577165,78.01439925501505,India-Central,2015.0,Mixed Process,3.7641659960197087,,110.91487005510439
Cement,12682.87015197381,Coal,321594.52481667604,69.80167689265274,India-West,2017.0,Mixed Process,6.172031929296571,0.02244783711169981,1769.9335278778597
Fertilizer,69154.48079132281,Biomass,140025.7692627973,57.194033990684204,India-South,2016.0,Combustion,5.699655582039827,0.008008638606788132,115.80794932080553
Oil & Gas,55070.35221652562,Natural Gas,208051.04853740637,89.30837240648768,India-South,2024.0,Combustion,8.868277920213515,0.01858070052233893,
Fertilizer,31894.675282141765,Biomass,141878.45973562822,85.90462246257465,India-West,2021.0,Chemical Reaction,,0.01218801551916074,382.13323733021247
Steel,33870.31410426143,Oil,62665.478680736676,66.38785393220188,India-North,2020.0,Chemical Reaction,5.327411443085533,,122.82810937158784
Power,75145.89540812305,Electricity,226880.41997924016,87.49826967058262,India-Central,2015.0,Chemical Reaction,4.51512025390935,0.019851644170318598,264.17469726726677
Oil & Gas,35817.39680085903,Biomass,236231.63593002595,73.96382817573675,India-West,2022.0,Chemical Reaction,4.6020627926825295,0.01747259612960164,487.8242890388556
Oil & Gas,32699.74234106061,Oil,99872.17865795529,64.76516148130247,India-South,2023.0,Mixed Process,5.97957607363287,0.006468237778271965,197.80699526032316
Oil & Gas,67059.71813547093,Oil,266497.11322666815,88.90089947192459,India-North,2015.0,Mixed Process,5.427060357538891,0.02369183307252213,353.29455194936827
Oil & Gas,55078.29314428871,Oil,168403.89630269233,76.50250889828263,India-South,2019.0,Combustion,4.389485608749853,0.012883320575402186,233.9092197656112
Fertilizer,35931.11635195401,Electricity,135044.57554015703,68.57840777590094,India-East,2021.0,Mixed Process,6.085029269792754,0.009261141969316346,
Oil & Gas,53249.37463106929,Electricity,131109.1201791107,55.76532717181249,India-South,2016.0,Mixed Process,5.701532912751462,0.007311342981996591,137.30382812290642
Chemicals,34613.70974539584,Electricity,252273.5718858266,57.154282861735865,India-Central,2020.0,Mixed Process,6.367869406285941,0.014418515086102989,416.5550353359878
Power,66512.32097633908,Natural Gas,84575.71579144713,87.7051160424272,India-West,,Chemical Reaction,5.9643758421438955,0.007417722967860214,
Oil & Gas,65920.56447309701,Electricity,125469.6783564519,81.79370386689557,India-South,2022.0,Combustion,4.075871047830699,0.010262629715762263,155.68176331303366
Power,57980.092982329144,Electricity,225895.97846888917,57.45535205799027,India-East,2024.0,Chemical Reaction,3.9473907932789407,0.012978932971414215,223.8515377229537
Chemicals,55424.91591870525,Electricity,,57.170773770068124,India-East,2024.0,Mixed Process,3.9894219237360713,0.012458692323415163,224.78504688557413
,76417.8218730106,Biomass,,106.53801069815404,India-West,2022.0,Mixed Process,5.437051233262655,0.014774808575001583,193.34244568700248
Power,49995.29491082338,Electricity,277180.4428783646,81.96937808517077,India-East,2020.0,Combustion,6.1114791790978105,0.022720308520111747,
Cement,32271.88811868798,,133216.010537435,93.14313479416892,India-West,2020.0,Chemical Reaction,,0.012408156826229736,384.48809628354
Steel,56742.1086924846,Oil,187487.15776054465,97.38382279763123,India-Central,2017.0,Mixed Process,2.7863121471949035,0.01825821614818441,321.7754251456411
Cement,81290.70574305671,Biomass,179544.26687389065,61.07744171371431,,2016.0,Combustion,3.6425751727394466,0.010966104495021623,134.89985595257636
Cement,34778.607602212214,Coal,179776.11045922543,101.14138400992388,India-North,2019.0,Mixed Process,5.319900665237313,0.01818280462376701,522.8157731826627
Fertilizer,44578.05849959022,Electricity,188280.15752816125,58.832724522736925,India-East,2023.0,Mixed Process,5.974782494448952,0.011077034640951824,248.4862511689164
Cement,56246.69057152179,Oil,186488.0897077749,85.93800669493312,India-East,2018.0,Combustion,4.8697297453944834,0.01602641470183205,284.930802843472
Oil & Gas,49191.42726491391,Oil,185749.14993265303,73.26029687264027,India-South,2019.0,Combustion,6.333593168537712,0.013608037867906729,276.6343370080003
Fertilizer,35265.44629434028,Biomass,189084.37054667724,85.85237510909096,,2020.0,Mixed Process,2.2312534254867273,0.016233342307439686,460.3186408573811
Fertilizer,66827.86784345706,Coal,265121.42745871283,71.83938228391261,,2020.0,Combustion,4.248782095520486,0.019046159578863076,
Chemicals,84800.6108302589,Natural Gas,186055.18327297427,83.23533951807642,India-West,2018.0,Mixed Process,6.200567279399621,0.015486366348823947,
Cement,52941.97188535861,,241516.7616706536,95.42851200974442,India-Central,2018.0,Chemical Reaction,4.906967998179245,0.023047585191642548,435.33673512482983
Chemicals,36438.97565395999,Oil,,91.79477512952786,,2022.0,Mixed Process,3.5339470888813214,0.01917807243240244,526.3065738874103
Power,26765.592124197876,Oil,221973.82925749992,74.07143298846978,India-Central,,Combustion,,0.01644191961904094,614.2931395930655
Steel,53869.63971831771,,,60.69643224693071,India-West,2019.0,Chemical Reaction,,0.014972272645047044,277.93526601136534
Fertilizer,66558.16014974387,Biomass,131583.6805881,70.53670583307606,India-West,2023.0,Combustion,3.9456365606115877,0.009281479370076248,139.44915768697018
,57127.51619743073,Coal,237643.99561814452,81.66255763206291,India-North,2018.0,Mixed Process,2.614056088146002,0.019406616488080435,339.7069885029105
Power,49963.94238621719,Oil,187270.7552469693,84.78001903211643,India-South,2021.0,Combustion,5.335496889554263,0.015876818193996875,317.76552120868223
Oil & Gas,41160.925223160404,Natural Gas,142339.64005254666,91.05029647175772,India-East,2019.0,Mixed Process,3.19593882715369,0.012960066426467654,314.86334080690904
Steel,33617.54550922866,Natural Gas,,64.0341466347208,India-East,2023.0,Combustion,7.0706191493077615,,469.61828467261086
Power,62521.26989487323,Electricity,174476.24116651143,61.01486051922038,India-Central,2022.0,Combustion,2.361044504195392,0.01064564351869255,
Power,63706.57432078378,,222649.68590389483,59.70328498170837,India-North,2022.0,Mixed Process,4.565769449164743,0.01329291764860809,208.6584907496961
Steel,26814.053199639002,Oil,37253.08426501529,72.0441007597472,India-West,2024.0,Chemical Reaction,5.401859275216575,,100.09172937854272
Steel,73847.58467271026,Oil,243564.96393541753,78.2132896371491,India-North,2024.0,Mixed Process,3.279561777610313,0.019050017069742586,257.963982900342
Power,58611.06831341002,Oil,355405.5306652561,80.54936077779307,India-East,2017.0,Chemical Reaction,3.6485629713510956,0.02862768831197871,488.4348491806758
Steel,70993.9196771869,Oil,199540.11121655192,53.784343115761686,India-South,2023.0,Chemical Reaction,5.520253543707851,0.010732133807028275,151.16976011224418
Power,29868.083772723276,Natural Gas,184186.7006274666,60.69954124608008,India-Central,2022.0,Chemical Reaction,,0.011180048231716313,374.3142116778974
Power,29512.637668768417,Coal,172322.5386776174,,India-West,2017.0,Chemical Reaction,6.804759530955597,0.01110819963383585,376.387897229228
,47765.46035349055,Coal,233335.77269430022,101.36405238067093,India-West,2024.0,Mixed Process,,0.02365185948566937,495.1665766567027
,57541.766403427915,,181753.6481106012,69.28355785902741,,2015.0,Mixed Process,3.9965941734521166,0.012592539394960146,
Power,76945.41234390446,Natural Gas,238853.50486361724,52.84898345717818,India-South,2019.0,Chemical Reaction,6.4465591802155195,0.012623164927226335,
Chemicals,60591.18370722697,Oil,303346.8840125368,80.72230485239766,India-East,2018.0,Chemical Reaction,3.2297017212553047,0.024486859647284906,404.13238608448336
Fertilizer,46359.7808478195,Coal,250462.33763289667,73.37069001072642,India-East,2022.0,Chemical Reaction,6.575712892196693,0.01837659453382516,396.39088446401684
Cement,34604.46188501162,Biomass,189520.02267928713,57.37636198217052,India-North,,Chemical Reaction,3.3211455467490536,0.010873969424115944,314.2360502599185
Cement,68450.00859078726,Biomass,133071.469855336,67.89528203967508,India-North,2024.0,Chemical Reaction,6.011385744324901,0.009034924977262158,131.99304373028488
Cement,35529.418613739275,Biomass,175506.86927858504,69.87928145779637,,2019.0,Chemical Reaction,,0.012264293916094918,345.1870138779107
Oil & Gas,74427.02832158483,Oil,190358.80605918405,73.15303470299892,India-West,2023.0,Combustion,4.375221103729531,,187.10036742969626
Power,45734.23025590236,Oil,120884.03837228788,88.94956490591875,,2020.0,,4.371395875567701,0.010752582617285393,235.11016927846268
Oil & Gas,73858.73108926776,Electricity,265216.113069961,83.4078727530318,India-East,2017.0,Combustion,4.157904534251487,0.022121111810993,299.5057115760193
Power,60183.96935088917,Electricity,234145.177369395,76.87549307444243,India-South,2020.0,Mixed Process,3.561719065463361,0.01800002596127502,299.08339638301186
Oil & Gas,47945.06765836313,Electricity,137084.52234342264,89.79163060621875,India-Central,2018.0,Mixed Process,4.601755824172549,0.012309042792090547,256.7322019399312
,42209.0544226081,Biomass,93247.07676022427,68.85290168097116,,2019.0,Chemical Reaction,5.58809144547029,0.006420331808209692,152.1079279324206
Fertilizer,44886.381839808804,Oil,243071.1146381218,64.12303998843899,India-Central,2020.0,Mixed Process,5.205593195104466,0.015586458803974721,347.2424856964393
Chemicals,56424.75038562856,Biomass,101399.42542162027,79.63108421054291,India-East,2023.0,Mixed Process,5.110368598702925,0.008074546184649709,143.10291369417033
,51157.34744326575,Electricity,205035.94982324497,78.47310391032384,India-North,2017.0,Chemical Reaction,3.6197986946496403,0.01608980739583145,314.5160607413291
Fertilizer,,Oil,175428.83187335182,52.861390018310246,India-East,2015.0,Mixed Process,3.2068213571314352,0.009273411902113827,225.66983473994398
Steel,47515.528845235516,Natural Gas,247998.6480748438,97.39851544242734,India-Central,2016.0,Mixed Process,6.621405575722715,0.024154700154218778,508.3538106645912
Chemicals,,Coal,248693.91318245142,59.71878299078733,India-South,2022.0,Chemical Reaction,,,290.193200722217
Oil & Gas,18068.98858377782,Coal,150723.45079770085,82.94207982134094,India-East,2018.0,Chemical Reaction,4.317757677911757,0.012501316487010857,691.8658689194385
Cement,56872.52172183048,Electricity,253277.9870979172,83.29142516031618,India-North,2021.0,Chemical Reaction,5.40277084457976,0.021095884507121698,370.93281374622177
Steel,35304.1816292479,Biomass,182632.04472058982,40.0,India-Central,2016.0,Combustion,6.3253572962184315,0.0073052817888235935,206.92398043781594
Steel,32700.013951913825,Natural Gas,201137.83628995143,78.4082835364085,India-East,2024.0,Chemical Reaction,4.525733064388736,0.015770872497722226,482.28947305385503
Fertilizer,24689.834793339345,Oil,202367.58057532192,99.56121779048567,India-Central,2022.0,Mixed Process,4.829225662451491,0.020147962763393285,816.042834309635
Steel,23091.612531981646,Biomass,334890.0176603504,64.3480766874706,India-Central,2024.0,Chemical Reaction,,0.02154952853827661,933.2188693375456
Chemicals,,Electricity,192836.17483771933,,India-West,2023.0,Combustion,6.576994739931341,0.008973037009597014,302.4453980943955
Oil & Gas,39364.68563554264,Biomass,99685.82392947905,73.24222153116892,India-South,2021.0,Mixed Process,6.146759835912996,0.007301211199760005,185.4761719008291
Oil & Gas,79298.88706289852,Electricity,157117.18993151825,81.99076873305819,India-West,2024.0,Combustion,3.2994421964885357,0.012882159183663092,162.45069332997303
Cement,42111.804861571945,,244282.67176349432,73.69149536759343,India-Central,2015.0,Mixed Process,5.287562339053809,0.01800155537464289,427.4705259918639
Fertilizer,52666.25159402047,Coal,182955.92239016033,60.745045649864345,India-North,2016.0,Chemical Reaction,4.360799882726232,0.011113665857503327,211.02063505816562
Cement,56007.22079759493,,200897.36844992122,59.54570396120984,India-North,2023.0,Combustion,4.874845388915779,0.011962575228305107,213.58987391173687
Steel,51965.97779323773,Natural Gas,174082.89020504392,50.66751646187831,India-West,2024.0,Chemical Reaction,3.538378121229486,0.008820347705195417,169.73312308852962
Cement,48838.34808911009,Oil,31003.48576881751,46.8757140168873,,2021.0,Mixed Process,2.154862951265824,,29.757569395550096
Chemicals,,Electricity,153319.58547560923,69.8541970830053,India-Central,2017.0,Chemical Reaction,3.169675039150402,0.010710016540497884,333.9513041793985
